,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta
8195,0.0,0.0,90.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8197,0.1,0.0,82.4,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231,0.5,0.0,94.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244,0.0,0.0,91.5,8.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
8248,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,4.5,0.0
8262,0.0,0.0,95.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8301,0.0,0.0,88.8,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.2
8334,0.0,0.0,77.2,0.0,0.0,0.0,0.0,0.8,0.0,22.0,0.0,0.0
8341,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.5,0.0
8350,0.0,0.0,92.0,5.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
8358,0.1,0.0,81.4,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8361,0.0,0.0,86.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
8363,0.0,0.0,82.6,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9
8365,0.0,4.5,86.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0
8373,0.5,0.0,90.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8374,0.0,0.0,89.0,0.0,10.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
8386,0.0,0.0,82.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
8388,0.0,0.0,91.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8390,0.0,1.5,87.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
8391,0.0,0.0,87.5,4.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0
8399,0.0,0.0,85.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8407,0.0,0.0,86.6,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.9
8408,0.0,4.5,94.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412,0.0,0.0,78.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
8414,0.0,0.0,87.9,0.0,0.0,0.0,0.0,0.6,11.5,0.0,0.0,0.0
8416,0.0,1.5,89.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
8421,0.0,0.0,91.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
8428,0.0,0.0,90.5,0.0,2.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
8430,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,3.0,17.5,0.0,0.0
8435,0.0,0.0,87.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
8440,0.0,0.0,83.5,0.0,0.0,2.0,0.0,0.0,14.5,0.0,0.0,0.0
8447,0.2,0.0,81.3,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8465,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0
8471,0.0,0.0,81.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
8473,0.0,0.0,90.4,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.6
8476,0.1,0.0,83.9,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479,0.0,0.0,89.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
8481,0.0,0.0,88.5,0.0,0.0,2.0,0.0,0.0,9.5,0.0,0.0,0.0
8483,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0
8495,0.4,4.0,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8521,0.0,0.0,85.5,2.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0
8535,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,8.0,12.5,0.0,0.0
8543,0.0,0.0,77.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0
8550,0.0,0.0,92.4,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
8560,0.0,0.0,84.7,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
8561,0.0,0.0,75.1,0.0,0.0,0.0,0.0,0.9,0.0,24.0,0.0,0.0
8564,0.0,0.0,88.0,0.0,11.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8565,0.0,0.5,90.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8568,0.0,0.0,89.5,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
8571,0.0,0.0,89.6,0.0,0.0,0.0,0.0,0.9,9.5,0.0,0.0,0.0
8579,0.0,0.0,75.5,0.0,1.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
8591,0.0,0.0,75.5,1.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
8601,0.0,0.5,92.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8621,0.0,0.0,83.0,0.0,16.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8626,0.6,4.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8628,0.0,0.0,88.5,4.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
8641,0.7,0.0,92.8,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8643,0.0,0.0,92.5,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
8646,0.0,0.0,83.0,0.0,15.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
8656,0.0,0.0,85.5,0.0,12.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8671,0.1,0.0,89.9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
8677,0.0,0.0,73.5,0.0,17.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0
8703,0.0,0.0,86.9,0.0,12.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0
8704,0.0,2.0,88.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8707,0.0,0.0,91.0,0.5,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0
8729,0.0,0.0,87.9,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8732,0.0,0.0,83.8,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
8744,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,4.5,11.0,0.0,0.0
8766,0.0,0.0,82.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8770,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0
8773,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,9.5,10.0,0.0,0.0
8818,0.0,0.0,86.5,1.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8826,0.7,0.0,93.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8833,0.0,0.0,91.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
8842,0.0,0.0,80.6,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
8853,0.0,0.0,87.5,5.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
8865,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.0,0.0
8870,0.0,4.5,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
8873,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,14.5,0.0,10.0,0.0
8880,0.0,0.0,86.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0
8893,0.3,0.0,89.7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
8916,0.0,0.0,90.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8918,0.0,0.0,92.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8936,0.0,0.0,80.5,0.0,0.0,0.0,8.5,0.0,11.0,0.0,0.0,0.0
8945,0.0,0.0,88.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8952,0.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
8955,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.1
8956,0.1,0.0,92.4,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8976,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.5
8982,0.0,0.0,93.3,6.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
9003,0.0,0.0,84.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0
9010,0.0,2.0,95.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
9012,0.0,0.0,81.5,0.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9017,0.0,0.0,90.0,8.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
9032,0.0,0.0,77.3,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.2
9036,0.0,0.0,86.0,6.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
9041,0.0,4.5,95.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
9053,0.0,0.0,86.9,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.6
9056,0.0,4.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
9057,0.0,0.0,89.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
9069,0.0,2.5,87.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9078,0.0,0.0,88.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,1.0,0.0
9081,0.0,0.0,88.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
9086,0.0,0.0,95.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
9094,0.0,0.0,91.6,7.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
9095,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.6
9110,0.0,0.0,94.5,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
9119,0.0,0.0,88.3,0.0,11.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
9131,0.0,3.0,96.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
9134,0.0,0.0,75.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
9140,0.0,0.0,85.5,0.0,0.0,0.0,2.0,0.0,12.5,0.0,0.0,0.0
9146,0.0,0.0,88.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
9147,0.0,0.0,84.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0
9153,0.0,0.0,86.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
9158,0.0,0.0,83.5,0.0,14.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9165,0.0,2.0,87.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9187,0.4,0.0,90.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9203,0.0,2.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
9211,0.0,0.0,89.8,0.0,9.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0
9212,0.0,0.0,89.5,4.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
9218,0.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
9227,0.0,0.0,86.9,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
9244,0.0,0.0,93.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
9257,0.0,0.0,85.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0
9277,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.6,0.0,26.5,0.0,0.0
9278,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,11.5,0.5,0.0,0.0
9289,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,6.5,15.5,0.0,0.0
9294,0.0,0.0,95.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
9298,0.0,0.0,93.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9303,0.0,0.0,74.5,0.0,21.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9307,0.0,0.0,89.0,7.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
9313,0.0,0.0,88.8,0.0,11.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
9318,0.0,0.0,73.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
9319,0.0,0.0,89.0,8.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
9336,0.0,4.0,90.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
9358,0.1,0.0,89.4,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
9359,0.0,0.0,81.5,0.0,0.0,0.0,7.5,0.0,11.0,0.0,0.0,0.0
9392,0.0,0.0,88.4,0.0,11.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0
9394,0.3,0.0,79.2,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9401,0.0,3.5,88.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
9404,0.0,0.0,91.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9406,0.8,0.0,90.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9415,0.0,0.0,86.2,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3
9419,0.0,0.0,84.5,0.0,14.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
9421,0.9,0.0,81.6,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9457,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,3.5,22.5,0.0,0.0
9458,0.0,0.0,92.1,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9462,0.0,0.0,91.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9467,0.0,0.0,88.9,0.0,10.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0
9470,0.0,0.0,82.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
9477,0.0,1.0,94.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9480,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,1.5,17.0,0.0,0.0
9483,0.0,0.0,85.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
9494,0.0,0.0,81.5,0.0,16.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
9500,0.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9508,0.0,0.0,88.5,9.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
9509,0.0,0.0,89.0,0.0,10.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
9515,0.0,0.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5,0.0
9517,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0
9520,0.0,0.0,88.0,0.0,0.0,0.0,1.5,0.0,10.5,0.0,0.0,0.0
9528,0.0,0.0,73.7,0.0,0.0,0.0,0.0,0.3,0.0,26.0,0.0,0.0
9535,0.0,0.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9561,0.0,0.0,84.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9563,0.0,4.5,95.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9564,0.0,1.0,89.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
9565,0.0,0.0,85.2,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3
9607,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0.7,0.0,20.5,0.0,0.0
9612,0.2,0.0,83.8,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9616,0.0,0.0,94.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
9617,0.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
9652,0.0,0.0,87.4,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.1
9661,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.5
9667,0.0,0.0,95.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
9673,0.0,0.0,85.0,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9674,0.0,0.0,88.7,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.8
9682,0.0,2.5,95.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9683,0.0,3.5,95.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
9687,0.0,0.0,87.7,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
9691,0.0,0.0,86.0,0.0,13.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
9692,0.0,0.0,81.1,0.0,18.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
9695,0.0,0.0,84.5,5.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
9697,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.1,0.0,23.5,0.0,0.0
9698,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.9,0.0,25.0,0.0,0.0
9699,0.0,0.0,83.5,3.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9711,0.0,0.0,72.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
9728,0.2,0.0,84.3,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9731,0.0,1.0,84.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9737,0.0,4.5,88.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
9740,0.0,0.0,75.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0
9742,0.0,0.0,95.2,4.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
9746,0.0,1.5,92.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0
9752,0.0,0.0,90.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
9781,0.0,0.0,74.5,0.0,0.0,0.0,0.0,0.0,2.5,23.0,0.0,0.0
9787,0.0,0.0,81.2,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3
9789,0.0,0.0,87.5,4.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9794,0.3,0.0,87.7,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
9811,0.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9814,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.5,0.0
9831,0.0,0.0,88.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
9837,0.0,0.0,83.5,0.0,0.0,0.0,4.0,0.0,12.5,0.0,0.0,0.0
9848,0.0,3.5,93.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
9849,0.1,0.0,90.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9852,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0
9862,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0
9873,0.0,0.0,87.1,0.0,12.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
9878,0.0,1.0,93.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9889,0.1,0.0,93.4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9891,0.0,0.5,87.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9900,0.0,0.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
9917,0.0,0.0,86.9,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6
9935,0.0,0.0,90.5,3.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
9937,0.0,0.0,76.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0
9950,0.0,0.0,77.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9954,0.0,0.0,92.5,1.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0
9957,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0
9961,0.0,0.0,69.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0
9964,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,7.0,0.0
9965,0.0,0.0,72.5,0.0,0.0,0.0,3.0,0.0,0.0,24.5,0.0,0.0
9973,0.0,3.0,91.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9983,0.0,0.0,87.1,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9994,0.0,0.0,73.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
9996,0.0,0.0,88.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
9997,0.0,1.5,90.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10001,0.0,0.0,74.6,0.0,0.0,0.0,0.0,0.4,0.0,25.0,0.0,0.0
10002,0.5,0.0,91.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10003,0.0,0.0,93.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
10016,0.0,0.0,90.3,0.0,0.0,0.0,0.0,0.2,9.5,0.0,0.0,0.0
10025,0.0,0.0,86.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
10028,0.0,0.0,81.4,0.0,18.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
10034,0.0,0.0,84.7,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
10058,0.0,0.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
10059,0.0,0.0,83.5,0.0,0.0,4.0,0.0,0.0,12.5,0.0,0.0,0.0
10062,0.0,0.0,82.4,0.0,17.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
10068,0.0,0.0,87.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10092,0.0,0.0,87.5,0.0,0.0,0.0,0.5,0.0,12.0,0.0,0.0,0.0
10099,0.0,0.0,87.8,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.7
10101,0.0,0.0,88.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
10114,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0
10127,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,9.0,0.0
10132,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,1.0,18.5,0.0,0.0
10134,0.0,0.0,78.5,0.0,0.0,0.0,8.0,0.0,13.5,0.0,0.0,0.0
10139,0.0,0.0,88.3,0.0,0.0,0.0,0.0,0.2,11.5,0.0,0.0,0.0
10146,0.0,0.0,92.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10164,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0
10165,0.0,3.5,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
10169,0.0,4.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
10173,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,5.5,13.5,0.0,0.0
10195,0.0,0.0,90.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10215,0.0,0.0,90.1,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
10226,0.0,0.0,79.7,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
10230,0.1,0.0,93.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10232,0.0,4.5,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
10251,0.0,0.0,93.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10254,0.0,0.0,81.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10263,0.0,0.0,83.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
10274,0.0,0.0,81.0,0.0,18.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10276,0.0,0.0,91.5,6.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10281,0.0,4.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
10286,0.0,0.0,89.9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.1
10289,0.0,3.5,96.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10305,0.2,0.0,93.3,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10310,0.0,0.0,92.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
10311,0.6,0.0,87.9,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0
10312,0.0,0.0,76.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
10320,0.0,0.0,95.6,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
10322,0.0,0.0,87.0,3.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325,0.0,0.0,84.0,1.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329,0.0,0.0,80.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10331,0.0,0.0,94.0,3.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
10346,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,5.5,19.5,0.0,0.0
10351,0.0,0.0,88.5,5.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
10352,0.2,0.0,79.3,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10385,0.0,0.0,88.0,9.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
