,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta,Moeq,Bo,Md,fliter
5826,0.0,0.0,0.8366622326204032,0.0,0.1619963972123482,0.0,0.0,0.0,0.0,0.0,0.0,0.0013413701672484,11.515,2.792904790997391,2.353964746696948,True
5827,0.0,0.0,0.8816476841547627,0.0,0.1142660678267943,0.0,0.0,0.0,0.0,0.0,0.004086248018443,0.0,7.710000000000001,2.7896422632720514,2.379879082937194,True
5831,0.0,0.0,0.846802653007866,0.0,0.0,0.0,0.0,0.0,0.0028543795749142,0.1503429674172197,0.0,0.0,7.640000000000001,2.837235222555872,2.442154883275996,True
5836,0.0051394529657443,0.0,0.8815226046347183,0.0,0.1133379423995372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840000000000001,2.790523134406837,2.380561238237727,True
5864,0.0,0.0,0.9389922592566065,0.0,0.0,0.0,0.0027836577891483,0.0,0.0582240829542453,0.0,0.0,0.0,10.915,2.8067191373520965,2.420058737027552,True
5868,0.0019485958836539,0.0,0.8448983031107075,0.0,0.0,0.0,0.0,0.0,0.0,0.1531531010056385,0.0,0.0,6.880000000000001,2.836878079753385,2.442996175493608,True
5873,0.0,0.0177529374166745,0.9475658625789004,0.0,0.0,0.0,0.0,0.0,0.0,0.0346812000044251,0.0,0.0,7.62,2.798248832500449,2.4199634908980534,True
5877,0.0,0.0,0.8836290412229363,0.0,0.1142601947642694,0.0,0.0,0.0021107640127942,0.0,0.0,0.0,0.0,8.392000000000001,2.7924210088657504,2.3805088515057475,True
5880,0.0,0.0,0.9356583300541064,0.0145172653572854,0.0,0.0,0.0,0.0,0.0498244045886081,0.0,0.0,0.0,11.9,2.80344237253376,2.408718109238727,True
5883,0.0,0.0,0.9183606855188572,0.0,0.0533268811403321,0.0,0.0,0.0,0.0283124333408108,0.0,0.0,0.0,9.185,2.798529197519146,2.402577200740675,True
5885,0.0,0.0306633084309841,0.9505653982763702,0.0,0.0,0.0,0.0187712932926456,0.0,0.0,0.0,0.0,0.0,9.555,2.7912941029427167,2.410821249972524,True
5890,0.0,0.0303325930704338,0.9655904278328038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040769790967625,0.0,9.82,2.783716741161152,2.400753715695323,True
5894,0.0,0.0269397555035784,0.927179352369514,0.0,0.0,0.0,0.0,0.0,0.0,0.0458808921269074,0.0,0.0,11.08,2.800432569652217,2.4061277808467927,True
5906,0.0,0.0,0.8737591446436351,0.0,0.0,0.0,0.0,0.0,0.0223536451820028,0.103887210174362,0.0,0.0,9.04,2.828203693078565,2.4337467226075367,True
5908,0.0,0.0,0.9075988819207776,0.0627852280157304,0.0,0.0,0.0,0.0,0.0,0.0,0.029615890063492,0.0,8.09,2.7742941062296365,2.3758844002007256,True
5912,0.0,0.017317727600175,0.8687752607593192,0.0,0.1139070116405058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84,2.789301441038184,2.3559078669136517,True
5914,0.0,0.0,0.8580964477034579,0.0185871775938517,0.1233163747026903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,2.7916452866670083,2.358082109457511,True
5917,0.0,0.0,0.8793422026883124,0.0,0.0,0.0,0.0,0.0,0.0769116610270635,0.0,0.0437461362846239,0.0,10.365,2.788817592364084,2.394441023450083,True
5927,0.0,0.0,0.896464693665533,0.027818308079676,0.0757169982547908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,2.790829753584945,2.376506785474289,True
5948,0.0,0.0,0.9274399390933104,0.0,0.0,0.0,0.0,0.0,0.0615118455834311,0.0110482153232584,0.0,0.0,12.06,2.810206632379164,2.416851134094017,True
5951,0.0,0.0,0.8940921620399445,0.0,0.0820809130516948,0.0,0.0,0.0,0.0,0.0238269249083608,0.0,0.0,6.955,2.7985937334924595,2.399255455722384,True
5959,0.0,0.0362137191213252,0.9083634989262716,0.0,0.0,0.0,0.0554227819524031,0.0,0.0,0.0,0.0,0.0,9.9,2.8013714365000477,2.4204670179495014,True
5971,0.0,0.0,0.8411099796819609,0.0,0.1573049603273367,0.0,0.0,0.0015850599907024,0.0,0.0,0.0,0.0,11.319,2.792890569501796,2.3559552503152683,True
5976,0.0,0.0046742583450147,0.8997974168166549,0.0,0.0,0.0,0.0,0.0,0.0,0.0955283248383302,0.0,0.0,6.210000000000001,2.818868530465087,2.4378942946947864,True
5982,0.0,0.0,0.9091133757270448,0.0,0.0,0.0,0.0257081712399548,0.0,0.0651784530330002,0.0,0.0,0.0,11.235,2.815403336365036,2.4278431512198195,True
5992,0.0,0.0,0.9333018753827133,0.0,0.0,0.0,0.0,0.0,0.0641470162029869,0.0,0.0,0.0025511084142999,12.225,2.8084152278020778,2.41603884323215,True
6004,0.0,0.0,0.9072073232554156,0.0,0.0903820860855448,0.0,0.0,0.0,0.0,0.0,0.0,0.0024105906590394,6.59,2.792209080384584,2.395232790116171,True
6005,0.0,0.038878438244844,0.960588279907754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000533281847402,13.1,2.784784678857947,2.3895824639493024,True
6040,0.0,0.0,0.8846798717684147,0.0,0.1140038603147028,0.0,0.0,0.0013162679168823,0.0,0.0,0.0,0.0,8.260000000000002,2.792151007656876,2.3809541798502147,True
6053,0.0,0.0,0.9209055153042792,0.0612282991762089,0.0,0.0,0.0,0.0,0.0178661855195118,0.0,0.0,0.0,13.9,2.794203957355889,2.3789868119357718,True
6059,0.0,0.0,0.9236226341904904,0.0745040791001889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018732867093207,12.975,2.789843598624997,2.3749629034355,True
6061,0.0,0.0,0.92450245064923,0.0,0.0,0.0,0.0084611223035757,0.0,0.0670364270471943,0.0,0.0,0.0,12.245,2.810805436785743,2.418540863016905,True
6064,0.0,0.0,0.8441202807326407,0.0,0.0,0.0,0.0,0.0,0.0,0.1540543869314749,0.0,0.0018253323358842,7.4300000000000015,2.838248973208729,2.4436100770167903,True
6080,0.0,0.0,0.9522828928373178,0.0463842408221917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013328663404904,8.125,2.789961608035489,2.402165631415897,True
6081,0.0,0.0215903285491027,0.9168720220781974,0.0,0.0615376493726998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.605,2.7879220090722656,2.379705346015124,True
6086,0.0,0.0302148220395136,0.936662278647608,0.0,0.0331228993128782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.495,2.786296983226201,2.3832968259206937,True
6088,0.0,0.0172537587259587,0.9410515657006296,0.0416946755734118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.7871430861057847,2.381096803972397,True
6093,0.0,0.0,0.9081352774492828,0.0480471434646882,0.0,0.0,0.0438175790860288,0.0,0.0,0.0,0.0,0.0,6.64,2.802441484831353,2.421781478997613,True
6096,0.0153810177391687,0.0,0.8432896655200427,0.0,0.1413293167407886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.450000000000001,2.7885976866888424,2.3619365314924723,True
6120,0.0,0.0,0.938463545883687,0.0,0.0,0.0,0.0,0.0,0.0609741527721374,0.0,0.0,0.0005623013441754,11.55,2.806844998382632,2.417413795065652,True
6126,0.0089148197082711,0.0,0.941506425537908,0.0,0.0,0.0,0.0,0.0,0.0495787547538207,0.0,0.0,0.0,7.5,2.8014935063346,2.4207027647217005,True
6132,0.0,0.0,0.89661758447365,0.0,0.0,0.0,0.0375223558720691,0.0,0.0658600596542808,0.0,0.0,0.0,10.895,2.819086413623752,2.433265398317717,True
6134,0.0,0.0,0.8633418224316215,0.0,0.0,0.0,0.0,0.0,0.0,0.1342604478968599,0.0,0.0023977296715185,6.640000000000001,2.832335274703847,2.44411341899078,True
6149,0.0,0.0,0.826629317451842,0.0,0.1717588494417295,0.0,0.0,0.0,0.0,0.0,0.0,0.0016118331064284,12.21,2.7931469716613018,2.348374055551945,True
6152,0.0,0.0,0.8629645363312867,0.0,0.0,0.0,0.0,0.002657339233061,0.0,0.1343781244356521,0.0,0.0,6.836,2.832413049093692,2.442912800925582,True
6155,0.0,0.0258955324800011,0.931522629017025,0.0,0.0425818385029738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.715,2.7870392485628246,2.3842418458553483,True
6157,0.0,0.0,0.9373849711137866,0.0605087084700593,0.0,0.0,0.0,0.0021063204161539,0.0,0.0,0.0,0.0,10.752,2.790040021546241,2.3875771913364545,True
6160,0.0,0.0,0.9357045429375128,0.0,0.0386471573202965,0.0,0.0,0.0,0.0256482997421905,0.0,0.0,0.0,7.68,2.7975816931894224,2.412312810866125,True
6176,0.0,0.0,0.9298140674228929,0.0,0.0,0.0,0.0,0.0,0.0426538342794262,0.0275320982976809,0.0,0.0,9.4,2.810151915132267,2.4256369982793524,True
6178,0.0,0.0,0.9065413861012792,0.0,0.0,0.0,0.0,0.0,0.0689405948990676,0.0,0.0245180189996532,0.0,10.685,2.796390146774621,2.404987118286174,True
6201,0.0,0.0,0.9391417822204337,0.0192125461315594,0.0,0.0,0.0,0.0,0.0416456716480069,0.0,0.0,0.0,11.2,2.801157930352459,2.408143246377588,True
6212,0.0,0.0,0.9406342195132988,0.0,0.0,0.0,0.0,0.0011057151027746,0.0582600653839264,0.0,0.0,0.0,11.176,2.8062754124092413,2.4182709650598717,True
6220,0.0,0.0259270537690412,0.9124909767672637,0.0,0.0615819694636953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.055,2.787319869068059,2.373270182087732,True
6226,0.0,0.0,0.9538634767154364,0.0,0.0,0.0,0.0,0.0016393428293198,0.0444971804552438,0.0,0.0,0.0,8.764,2.802696910112104,2.4247596167377568,True
6236,0.0,0.0,0.912025744201364,0.0,0.0856022212284555,0.0,0.0,0.0023720345701805,0.0,0.0,0.0,0.0,6.426,2.7920786648994373,2.3968892098298205,True
6258,0.0,0.0,0.886443502086245,0.0,0.109471499310738,0.0,0.0,0.0,0.0,0.0,0.0040849986030169,0.0,7.375,2.7895709781979314,2.3826363933810786,True
6270,0.0,0.0,0.9210937369774258,0.0,0.0713319207470245,0.0,0.0,0.0,0.0075743422755496,0.0,0.0,0.0,6.525,2.7931377742524304,2.402303015224544,True
6287,0.0,0.0,0.8850807405482232,0.0101216958896077,0.0,0.0,0.0,0.0,0.0,0.1047975635621689,0.0,0.0,6.780000000000001,2.8222711084859244,2.4347817327210404,True
6308,0.0,0.0,0.9088576330143544,0.0,0.0,0.0,0.0314122591120363,0.0,0.0597301078736092,0.0,0.0,0.0,10.065,2.8156043481466577,2.4332689377609875,True
6310,0.0,0.0,0.9386217536070824,0.0603282274748673,0.0,0.0,0.0,0.0010500189180502,0.0,0.0,0.0,0.0,10.576,2.789688145835323,2.3881481904825845,True
6315,0.0144591495180181,0.0,0.9194118096056236,0.0,0.0,0.0,0.0,0.0,0.0661290408763581,0.0,0.0,0.0,9.3,2.80474208291962,2.41128987620314,True
6330,0.0,0.0,0.9489692496349734,0.0,0.0,0.0,0.0,0.0,0.0499162768236363,0.0,0.0,0.0011144735413902,9.6,2.804021667206505,2.4228343052411896,True
6334,0.0,0.0,0.9368399476715968,0.0,0.0,0.0,0.0,0.0019447560150996,0.0612152963133035,0.0,0.0,0.0,11.808,2.80736326915859,2.416520082486072,True
6338,0.0,0.0,0.8969849755422296,0.0,0.0,0.0,0.0,0.0,0.0576511652164105,0.0453638592413598,0.0,0.0,12.74,2.81975620060966,2.417938164942273,True
6343,0.0,0.0086384954843396,0.8919273206714655,0.0,0.0994341838441947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.935,2.7902907618853394,2.377057647963734,True
6347,0.0,0.0220032803312418,0.954945216363112,0.0,0.0,0.0,0.0,0.0,0.0230515033056462,0.0,0.0,0.0,11.75,2.793234604436399,2.4032761210638807,True
6351,0.0,0.0,0.7386682039770891,0.0,0.2178499735852691,0.0,0.0,0.0,0.0,0.0,0.0434818224376417,0.0,11.105,2.7712224656278948,2.306648072802609,True
6359,0.0,0.0,0.9285461913031808,0.0472270928395993,0.0,0.0,0.0242267158572199,0.0,0.0,0.0,0.0,0.0,7.235,2.7966516098725016,2.413035357660894,True
6361,0.0162544021157934,0.0,0.9176659146837466,0.0,0.0,0.0,0.0,0.0,0.06607968320046,0.0,0.0,0.0,8.9,2.804317495429209,2.4108704366419755,True
6366,0.0,0.0,0.938004285984215,0.060418333190042,0.0,0.0,0.0,0.0015773808257428,0.0,0.0,0.0,0.0,10.664,2.789863820911533,2.3878631173291955,True
6374,0.0,0.0,0.9572546400162868,0.0326384849074284,0.0,0.0,0.0,0.0,0.0101068750762846,0.0,0.0,0.0,7.6,2.792400153561844,2.410461366837627,True
6383,0.0,0.0,0.9239890194474244,0.0,0.0,0.0,0.0197316544578505,0.0,0.0562793260947251,0.0,0.0,0.0,9.905,2.811204825743384,2.429257563238937,True
6390,0.0,0.0,0.9155310352795136,0.0791607120136861,0.0,0.0,0.0053082527068001,0.0,0.0,0.0,0.0,0.0,13.43,2.7907004749690616,2.37287838912695,True
6392,0.0,0.0,0.9314824046399972,0.0,0.0,0.0,0.0,0.001674566225956,0.0668430291340467,0.0,0.0,0.0,12.764,2.8088091266392903,2.41388632550612,True
6393,0.0,0.0,0.8175367688232289,0.0,0.1614662651114942,0.0,0.0,0.0,0.0,0.0,0.0209969660652768,0.0,9.405,2.781776532181577,2.3468709503362395,True
6398,0.0126276350733398,0.0,0.9240095186165732,0.0,0.0,0.0,0.0,0.0,0.063362846310087,0.0,0.0,0.0,9.2,2.8044063286108587,2.4130866308301826,True
6408,0.0,0.0,0.9465054983401592,0.0509828666832322,0.0,0.0,0.0,0.0,0.0025116349766084,0.0,0.0,0.0,9.3,2.7901248648150987,2.396376947585316,True
6414,0.0160414427617745,0.0,0.9317874125489268,0.0,0.0,0.0,0.0,0.0,0.0521711446892987,0.0,0.0,0.0,6.4,2.8005692321077325,2.4176825873188426,True
6430,0.0,0.0,0.803854709124305,0.0,0.1436520631319735,0.0524932277437215,0.0,0.0,0.0,0.0,0.0,0.0,7.385,2.7730472460482654,2.3514342364464165,True
6433,0.0,0.0,0.9296725954716826,0.0,0.0,0.0,0.0,0.0,0.0616599250531611,0.0,0.0086674794751562,0.0,10.84,2.802438747445608,2.414025661046284,True
6444,0.0,0.0,0.8504951930979828,0.0,0.1474634850428236,0.0,0.0,0.0,0.0,0.0,0.0020413218591937,0.0,10.22,2.791177002093032,2.361500157415237,True
6448,0.0,0.0,0.9108801583748946,0.0706640904220339,0.0,0.0,0.0,0.0,0.0,0.0184557512030716,0.0,0.0,12.98,2.794925522127107,2.378102014103379,True
6449,0.0,0.0,0.9505418241734532,0.0418911386677244,0.0,0.0,0.0,0.0,0.0075670371588223,0.0,0.0,0.0,8.7,2.7916049986190137,2.4027299065717878,True
6459,0.0,0.0307379695244141,0.9477568888701072,0.0,0.0,0.0,0.0215051416054786,0.0,0.0,0.0,0.0,0.0,9.47,2.792092944151328,2.412042285004784,True
6484,0.0,0.0215837650766529,0.9216295193312298,0.0,0.0567867155921172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,2.7878516573882277,2.3824468337512394,True
6487,0.0,0.0,0.8418614591899527,0.0,0.1570665723252267,0.0,0.0,0.0,0.0,0.0,0.0,0.0010719684848205,11.155,2.792735475428505,2.35677676626572,True
6490,0.0,0.0,0.9287091583111904,0.0,0.0,0.0,0.0,0.0,0.0538731670817913,0.0,0.0174176746070183,0.0,8.68,2.795876613587571,2.4147737077096143,True
6495,0.0,0.0,0.9192122710616396,0.0701285358843596,0.0,0.0,0.0106591930540008,0.0,0.0,0.0,0.0,0.0,11.66,2.792383707249257,2.3842364757453542,True
6529,0.0,0.0,0.8242833657552905,0.0046553807429038,0.1710612535018058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,2.7925147096143554,2.344128715296588,True
6537,0.0085324127790556,0.0,0.936163453156837,0.0553041340641073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600000000000001,2.787437731998891,2.3913027881354534,True
6554,0.0,0.0043024409881181,0.958730128135436,0.0369674308764459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,2.788995318963011,2.4048195517002857,True
6555,0.0,0.0,0.837441273443097,0.0,0.1617551032407513,0.0,0.0,0.0,0.0,0.0,0.0,0.0008036233161516,11.465,2.792710809202529,2.354058319995125,True
6557,0.0,0.0,0.867065565906808,0.0,0.1205217589468298,0.0,0.0,0.0,0.0,0.0,0.0124126751463622,0.0,7.385,2.785514600084997,2.373392790329785,True
6568,0.0,0.0,0.8823279523967643,0.0250698249921028,0.0,0.0,0.0,0.0,0.0,0.0926022226111328,0.0,0.0,8.620000000000001,2.8183383187119277,2.4205774884625963,True
6571,0.0,0.0,0.8030406119088509,0.0,0.1559438176851412,0.0,0.0,0.0,0.0,0.0,0.0410155704060078,0.0,7.25,2.7715442630694307,2.343099901900159,True
6575,0.0,0.0,0.9572527321098542,0.0416989275757523,0.0,0.0,0.0,0.0010483403143935,0.0,0.0,0.0,0.0,7.376,2.7898925058019888,2.406200611561199,True
6590,0.0,0.0,0.8797807896904554,0.0,0.0,0.0,0.0,0.0,0.0083335466903476,0.1118856636191969,0.0,0.0,6.960000000000001,2.8268477283047964,2.4403765260452497,True
6597,0.0119570334463461,0.0,0.9050058219638042,0.0830371445898497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2.786348430750299,2.3635836196311883,True
6602,0.0,0.0,0.8111638333991096,0.0,0.1798980755493187,0.0089380910515718,0.0,0.0,0.0,0.0,0.0,0.0,12.23,2.789445005990468,2.341350898069404,True
6626,0.0017145384748384,0.0,0.8943082043063195,0.0,0.1039772572188421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,2.791167029547545,2.3867895860958805,True
6630,0.0,0.0086674963982619,0.8393050727632355,0.0,0.1520274308385025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62,2.791075629463219,2.3467736675912296,True
6632,0.0,0.0,0.8475322136579071,0.0,0.0,0.0,0.0,0.0017916749608338,0.0,0.1506761113812589,0.0,0.0,7.404000000000001,2.837159129528689,2.442862571327918,True
6645,0.0,0.0,0.8784427325010391,0.0,0.1191422488215417,0.0,0.0,0.0,0.0,0.0,0.0,0.002415018677419,8.6,2.792642050344129,2.3786960684965166,True
6648,0.0,0.0,0.8563421374954003,0.0,0.0,0.0,0.0,0.0002957141913817,0.0,0.1433621483132179,0.0,0.0,6.904,2.834397968082897,2.443591777767028,True
6652,0.0,0.0,0.905594596063054,0.0,0.0,0.0,0.0,0.0,0.0353802027214696,0.0590252012154761,0.0,0.0,9.44,2.817897582518543,2.42844764184941,True
6654,0.0,0.0,0.8695243336881437,0.0,0.0,0.0,0.0,0.0026428107811976,0.0,0.1278328555306585,0.0,0.0,6.556,2.830385693970675,2.4430687902798454,True
6660,0.0,0.0,0.8704303083888122,0.0153116460593663,0.0,0.0,0.0,0.0,0.0,0.1142580455518214,0.0,0.0,8.0,2.82513730796886,2.429535079920782,True
6670,0.0,0.0,0.8411534784751443,0.0,0.0,0.0,0.0,0.0,0.0,0.1573224518854523,0.0,0.0015240696394033,7.545000000000001,2.839152158284954,2.4435096054563443,True
6673,0.0,0.0086110568659031,0.954394984316006,0.0369939588180906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,2.788396129548641,2.398425711857465,True
6683,0.0,0.0139339756955855,0.899518226694216,0.0,0.0,0.0,0.0,0.0,0.0,0.0865477976101983,0.0,0.0,8.690000000000001,2.814806446839865,2.42441498457689,True
6686,0.0,0.0,0.8812978611327629,0.0,0.1184353954529893,0.0,0.0,0.0,0.0,0.0,0.0,0.0002667434142479,8.4,2.791870958100439,2.3789220540613285,True
6688,0.0,0.0258327192796768,0.9694474417918244,0.0,0.0047198389284989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.035,2.7864800496040525,2.406105333520751,True
6693,0.0119427762173823,0.0,0.918942112579314,0.0691151112033034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.7865048380229824,2.3770775915183053,True
6697,0.0,0.0303682561236474,0.9616643139555372,0.0,0.0,0.0,0.0079674299208154,0.0,0.0,0.0,0.0,0.0,9.895,2.7881371716553742,2.405995855820686,True
6707,0.0,0.0,0.9249043875382182,0.0697916206642186,0.0,0.0,0.005303991797563,0.0,0.0,0.0,0.0,0.0,11.83,2.790802273744772,2.3819549635817854,True
6708,0.0,0.0400666791453872,0.9245042816405608,0.0,0.0,0.0,0.0354290392140517,0.0,0.0,0.0,0.0,0.0,11.945,2.7949177272061503,2.4050353903203607,True
6712,0.0136775366222213,0.0,0.8496489564358464,0.0,0.1366735069419324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.515,2.788917946717641,2.3650343819627,True
6716,0.0,0.0,0.8081336539343689,0.0,0.1907920783142896,0.0,0.0,0.0,0.0,0.0,0.0,0.0010742677513414,13.5,2.7932421719586893,2.337384793460396,True
6721,0.0,0.0,0.8885288519716512,0.0249381346391836,0.0,0.0,0.0,0.0,0.0,0.086533013389165,0.0,0.0,8.34,2.8164643816562207,2.42084468822668,True
6736,0.0,0.0349016207174039,0.9568889571237068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082094221588889,0.0,10.94,2.780986497685724,2.392566735090542,True
6746,0.0106619804126441,0.0,0.9425258695265256,0.0,0.0,0.0,0.0,0.0,0.0468121500608304,0.0,0.0,0.0,6.6,2.800338123452112,2.421615785908513,True
6765,0.0,0.0303032871406678,0.9646575196177016,0.0,0.0,0.0,0.0,0.0,0.0050391932416305,0.0,0.0,0.0,11.15,2.787163542842412,2.3997626936906604,True
6786,0.0,0.0,0.8274310879809373,0.0,0.1515851373383183,0.0,0.0,0.0,0.0,0.0,0.0209837746807443,0.0,8.735,2.781635003296937,2.3525571762162487,True
6792,0.0,0.0,0.8522271998462921,0.0,0.147237940012806,0.0,0.0,0.0,0.0,0.0,0.0,0.0005348601409018,10.435,2.7923979095900715,2.362383112744472,True
6801,0.0,0.0,0.8802614878463383,0.0,0.0,0.0,0.0,0.0,0.02501430002102,0.0947242121326416,0.0,0.0,9.12,2.826098685454725,2.4326643933107333,True
6806,0.0,0.0,0.9202109616611956,0.0,0.0,0.0,0.0,0.0,0.0187923270656229,0.0609967112731815,0.0,0.0,6.58,2.8139782890723284,2.436464004686824,True
6809,0.0,0.0,0.9299507694890616,0.0,0.0,0.0,0.0,0.0,0.069482400741641,0.0,0.0,0.0005668297692971,13.05,2.809169353140798,2.413279166940183,True
6810,0.0,0.0,0.9223602421254437,0.0429328141261911,0.0,0.0,0.0,0.0,0.0,0.0347069437483653,0.0,0.0,9.02,2.800252184662857,2.4045998434055087,True
6811,0.0,0.0217701021580163,0.9651440760972696,0.0,0.0,0.0,0.0,0.0,0.0,0.0130858217447142,0.0,0.0,7.95,2.791017474719153,2.4145228151103235,True
6823,0.0,0.0,0.8436838456018942,0.0,0.0,0.0,0.0,0.0,0.0,0.1541847972925197,0.0,0.002131357105586,7.455000000000001,2.838397602778766,2.443632783659141,True
6824,0.0,0.0,0.903127367293846,0.0,0.0950293507062761,0.0,0.0,0.0018432819998778,0.0,0.0,0.0,0.0,7.008,2.7920429397305533,2.3916668925939364,True
6825,0.0,0.0,0.9424414943920576,0.0,0.0,0.0,0.0,0.0,0.0555932370963995,0.0,0.0,0.0019652685115427,10.675,2.805872658780403,2.42014676932612,True
6846,0.0,0.0391070959734299,0.953057257334802,0.0,0.0,0.0,0.0,0.0,0.0,0.007835646691768,0.0,0.0,13.47,2.7869853284874493,2.38901949227736,True
6855,0.0,0.0,0.897091614314796,0.0,0.0,0.0459962864371648,0.0,0.0,0.0569120992480391,0.0,0.0,0.0,8.5,2.788794354831587,2.4079796370154734,True
6893,0.0,0.022490077854564,0.9288429874798894,0.0,0.0,0.0,0.0,0.0,0.0,0.0486669346655466,0.0,0.0,9.77,2.8019119619898696,2.412640325433647,True
6897,0.0,0.0,0.9004747552007959,0.0,0.0,0.0,0.0,0.0,0.0748706359339873,0.0,0.0246546088652167,0.0,11.685,2.7979397969153137,2.402057721659852,True
6913,0.0,0.0,0.9249281855784408,0.0742839415783987,0.0,0.0,0.0,0.0007878728431605,0.0,0.0,0.0,0.0,12.932,2.789446814045097,2.3747234082943467,True
6923,0.0,0.0,0.9094958933798531,0.0640536618619452,0.0,0.0264504447582015,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.779667447827533,2.378398741800499,True
6925,0.0,0.0,0.8662315889820983,0.0,0.1329662586456424,0.0,0.0,0.0,0.0,0.0,0.0,0.0008021523722592,9.455,2.792278455819464,2.3706117820780253,True
6931,0.0,0.0,0.9012270336420112,0.0278098537141504,0.0709631126438383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.825,2.790758538298802,2.379248461980781,True
6933,0.0,0.0,0.9095613174114816,0.0,0.0899141524759002,0.0,0.0,0.0005245301126182,0.0,0.0,0.0,0.0,6.453,2.791524429874866,2.395102663534125,True
6936,0.0,0.0,0.9397305405666948,0.0,0.0049607067770513,0.0,0.0,0.0,0.0553087526562538,0.0,0.0,0.0,10.835,2.805173700076813,2.4172675398122565,True
6957,0.0,0.0,0.8300572382689055,0.0,0.1511158332700361,0.0,0.0,0.0,0.0,0.0,0.0188269284610584,0.0,8.9,2.782721484769294,2.353575451693742,True
6958,0.0,0.0,0.8488006632740583,0.0,0.0,0.0,0.0,0.0,0.0,0.1502915047365721,0.0,0.0009078319893694,7.215000000000001,2.836761447487837,2.443619553278166,True
6960,0.0,0.0,0.9166195742094514,0.0290976157043139,0.0,0.0,0.0,0.0,0.0,0.0542828100862345,0.0,0.0,7.600000000000001,2.806453314543899,2.417555905750536,True
6966,0.0,0.0,0.8375775428183613,0.0,0.1457442677805205,0.0,0.0,0.0,0.0,0.0,0.0166781894011181,0.0,8.73,2.783730321990341,2.357409714304013,True
6973,0.0,0.0,0.856717427193704,0.0,0.0,0.0,0.0,0.0,0.0,0.1408716007880341,0.0,0.0024109720182618,6.920000000000001,2.834382808737967,2.4439624748314093,True
6974,0.0,0.0,0.8706592066904764,0.0769821659676886,0.0,0.0523586273418349,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.7700946558219277,2.359471700223876,True
6987,0.0,0.0,0.9006915458415976,0.0667146402007931,0.0,0.0,0.0325938139576092,0.0,0.0,0.0,0.0,0.0,10.18,2.7989139078892435,2.398226701042788,True
6990,0.0,0.004304156627563,0.9540908998807002,0.0416049434917367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,2.78894406785036,2.4003232662609686,True
6991,0.0,0.0,0.867999480453194,0.0,0.124010060908872,0.0,0.007990458637934,0.0,0.0,0.0,0.0,0.0,8.455,2.7942253266704618,2.3795855683340728,True
7000,0.0,0.0345083292322964,0.9652296062488316,0.0,0.0,0.0,0.0,0.000262064518872,0.0,0.0,0.0,0.0,11.644,2.7852911338505333,2.3958984152000893,True
7001,0.0,0.0177724917090931,0.948609576051652,0.0,0.0,0.0,0.0,0.0,0.0336179322392547,0.0,0.0,0.0,12.3,2.7967073191537524,2.404393942185682,True
7007,0.0,0.0388498010057367,0.960887945931556,0.0,0.0,0.0,0.0,0.0002622530627073,0.0,0.0,0.0,0.0,13.094,2.7846877324362094,2.389481649215006,True
7009,0.0,0.0,0.9167660647416211,0.0750191745022902,0.0,0.0,0.0,0.0,0.0,0.0,0.0082147607560885,0.0,12.14,2.7850099053771373,2.371455897924918,True
7019,0.0,0.0,0.8759457424882601,0.0,0.0,0.0,0.0,0.0002909091233371,0.0,0.1237633483884027,0.0,0.0,6.064,2.8283403292083342,2.444044352065815,True
